feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,intervention_0,intervention_1,intervention_2,intervention_3,real_pred_inter0,real_pred_inter1,real_pred_inter2,real_pred_inter3,target
48.9,27.7,5.2,3.9,5.2,30.8,1.3,4.3,21.5,48.7,4.2,44.7,6.5,18.6,-1.4,7.0,6.3,-5.0,1.9,4.6,0.0,0.0,1.0,0.0,0.014794391820499476,0.96583659809248,0.9253493372947708,0.03140543774151114,1
7.2,4.9,-0.5,2.0,5.3,-0.4,-0.8,1.7,7.5,9.6,0.7,3.0,5.2,2.4,-3.2,-1.7,-1.2,-5.2,5.7,4.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
4.7,5.2,3.1,3.2,9.9,16.2,1.9,8.0,-0.2,10.4,-0.4,2.0,10.2,11.9,-4.6,5.3,3.6,-1.1,-6.7,-4.6,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
13.7,9.8,2.4,2.3,1.3,4.2,-1.1,2.8,20.7,19.7,4.6,16.9,0.2,5.6,0.8,-2.2,2.1,-0.8,-5.9,2.7,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
45.7,42.9,24.1,10.0,3.5,27.6,4.0,31.3,44.8,42.0,23.7,87.0,1.4,10.6,-1.1,2.3,10.4,-2.9,-9.8,-1.4,0.0,0.0,1.0,0.0,0.02114786425770992,0.5267633999014393,0.8801491513643341,0.008682181530803412,1
9.7,9.8,0.2,2.2,4.5,-0.0,3.5,3.0,9.1,12.0,3.4,3.1,8.3,7.1,-2.9,0.5,-1.8,-1.0,8.9,6.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-1.6,-1.0,-1.1,-0.7,1.1,0.9,0.9,-0.9,-1.2,-0.7,-0.9,0.6,1.8,1.9,0.2,0.8,5.1,1.1,-3.6,5.3,1.0,0.0,0.0,0.0,0.4716631111009918,0.5,0.5396906956052565,0.3982004915741675,0
19.9,23.6,-1.9,4.1,8.1,0.4,-1.4,2.4,25.5,20.9,6.5,1.6,18.3,11.5,-6.1,-4.1,-4.3,-3.1,-4.6,-2.5,0.0,1.0,0.0,0.0,0.5660392047640376,0.5,0.5,0.5,1
103.5,102.5,9.6,16.0,30.1,17.2,2.9,30.8,87.7,104.5,27.0,58.0,48.8,52.5,-5.2,-2.0,5.6,-7.1,-2.2,0.1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
14.9,14.9,0.8,3.2,3.2,1.5,0.1,6.1,10.6,14.1,3.4,7.3,8.0,8.4,3.2,-0.9,6.0,-3.0,-0.2,-3.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.3,-0.0,0.1,-1.1,2.3,6.1,0.2,0.4,-1.5,-1.3,-0.8,1.7,3.5,1.7,1.5,-5.9,1.1,-0.5,5.3,-1.8,1.0,0.0,0.0,0.0,0.3290862540693195,0.5,0.5,0.46723913036200804,0
2.4,6.4,-1.0,-0.4,0.7,13.6,-2.3,0.3,8.4,-0.1,2.5,-2.2,-0.2,1.6,-1.5,3.8,2.0,4.9,3.5,-2.8,0.0,1.0,0.0,0.0,0.5520918507800926,0.7438162402588456,0.5,0.653629030707962,1
0.3,1.0,0.5,0.1,-1.0,-0.3,1.5,3.2,-0.7,2.5,-1.1,0.9,-0.5,0.5,0.6,-2.2,6.6,0.5,-4.4,-1.9,0.0,0.0,1.0,0.0,0.6227925549626548,0.4296765339923338,0.5647768226563279,0.649595226833903,1
3.9,4.2,1.8,0.7,3.0,-0.3,-0.4,1.4,5.8,6.9,1.2,-0.5,5.6,2.8,-2.6,0.3,0.9,-2.3,2.8,3.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.1,0.9,-0.0,1.3,6.1,8.1,3.6,1.6,-0.3,3.7,1.2,-1.3,5.9,5.1,0.5,-1.8,3.8,-1.8,5.7,1.4,1.0,0.0,0.0,0.0,0.45444190535987083,0.5,0.5,0.2234026409191272,0
49.2,50.5,9.3,6.3,10.7,19.5,4.1,26.2,30.9,38.9,15.4,36.2,19.8,24.4,0.6,-5.9,5.8,-4.6,3.7,-2.6,0.0,1.0,0.0,0.0,0.15093525496103266,0.23069463034065318,0.6819881058732603,0.6893402153994677,0
57.4,31.2,0.9,0.5,3.8,36.4,2.7,2.2,12.2,34.9,0.5,29.3,11.2,23.7,0.3,3.7,-0.6,-4.2,4.0,0.2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
8.7,6.8,-0.2,1.2,2.3,-0.8,0.2,1.4,8.4,4.3,2.0,1.1,3.2,3.5,-3.0,3.3,-5.0,-3.2,2.2,-1.0,0.0,0.0,0.0,1.0,0.5312844928217039,0.5,0.5,0.5,0
-0.5,2.1,-0.7,-1.3,2.4,4.4,-1.2,0.1,-0.1,1.3,1.4,-1.5,1.5,1.1,-7.9,-0.2,2.6,8.2,7.7,-1.4,1.0,0.0,0.0,0.0,0.37804259644591065,0.5,0.5,0.44059082194353477,0
-0.5,1.3,0.2,1.5,0.4,4.9,2.4,5.3,5.0,-1.0,7.3,2.5,-0.3,0.5,3.6,0.8,-7.3,0.9,-0.3,3.3,0.0,1.0,0.0,0.0,0.5,0.8500737483971531,0.5,0.7410171366426582,1
42.5,21.5,-0.7,0.4,-0.0,10.6,8.9,2.6,15.3,9.8,0.4,25.7,-1.7,7.1,7.3,-1.0,-1.1,0.3,1.3,5.1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
4.8,4.5,0.0,1.5,2.7,0.2,0.6,0.3,5.7,6.1,1.1,1.0,2.2,0.6,-3.1,-4.5,-1.4,-4.2,4.1,-1.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.0,5.7,1.3,1.4,7.8,13.6,1.3,4.8,1.3,9.6,-1.0,5.5,7.2,7.5,0.6,2.2,0.1,2.4,0.3,-1.7,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
1.8,1.2,8.1,-1.3,1.4,28.8,6.6,5.9,3.2,0.4,0.5,3.7,-0.2,0.6,3.3,2.7,1.2,2.2,3.2,4.3,0.0,1.0,0.0,0.0,0.6661054909838834,0.595062175736529,0.7159688609168039,0.6798722739512835,1
0.6,0.6,1.4,3.2,7.8,3.0,6.7,0.7,2.0,5.6,1.5,-0.2,4.7,3.2,5.2,-4.9,2.1,0.4,0.1,-0.9,0.0,0.0,1.0,0.0,0.3119067177680061,0.47275587721629686,0.05485089563656443,0.7181529430429203,0
5.0,5.5,-0.9,1.4,1.7,0.6,-0.3,1.3,1.8,4.5,4.0,1.0,4.2,3.4,-2.2,0.6,0.1,0.5,1.0,-0.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.2,-1.3,0.5,0.1,1.5,5.5,3.0,2.0,0.9,2.4,-1.3,-0.3,3.8,4.6,-0.8,0.1,-6.5,3.4,-2.6,-0.1,1.0,0.0,0.0,0.0,0.467845293328915,0.5,0.5,0.3293438912298457,0
6.4,2.6,3.4,0.3,0.2,2.8,3.4,1.3,8.4,3.9,0.1,-1.2,2.1,1.6,-4.2,5.5,3.2,5.3,3.3,-1.2,0.0,1.0,0.0,0.0,0.6492828489204248,0.5,0.5,0.5,0
25.8,4.2,4.8,3.8,10.1,0.1,39.7,9.8,3.7,0.3,2.7,1.3,1.9,0.5,-1.3,0.2,5.9,-1.7,0.5,1.4,0.0,0.0,1.0,0.0,0.25066584240974116,0.691660642016318,0.9956455951145368,0.00508393117890938,1
4.1,6.8,0.4,2.7,2.8,1.0,-1.3,3.8,8.5,7.4,3.7,5.1,3.0,4.4,-0.7,-1.9,4.4,6.3,-5.0,-1.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.6,2.6,1.7,2.8,7.6,5.9,4.0,3.4,-0.7,6.9,0.9,1.3,4.7,5.8,-5.4,-2.5,-4.8,2.5,-0.9,-5.4,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
6.3,11.3,2.8,1.4,2.8,2.2,0.0,6.0,5.9,-0.5,4.8,5.6,-0.4,-0.6,-5.2,-4.2,-4.4,0.3,3.8,7.6,0.0,1.0,0.0,0.0,0.7038133150880548,0.40308131740821385,0.9673106780507232,0.28204335157383653,0
4.0,2.4,3.0,1.0,0.0,3.9,1.9,0.6,4.8,4.7,2.7,13.7,-0.0,-0.1,7.7,0.9,0.1,-3.5,7.2,4.1,0.0,0.0,1.0,0.0,0.11609204081379663,0.7605945724463367,0.745127874238455,0.046430977172111774,1
4.3,3.1,-1.2,1.9,3.3,0.8,0.7,0.0,5.6,6.5,2.8,0.6,2.8,4.2,0.4,-2.4,0.9,2.9,3.6,8.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.2,2.0,1.4,-0.5,1.2,4.2,-0.0,-0.4,2.0,-1.0,-0.2,0.4,1.7,2.6,1.9,5.6,-0.8,-0.7,-1.6,2.4,1.0,0.0,0.0,0.0,0.3986209030398233,0.5,0.6413435244924286,0.25227591320384735,0
11.3,20.3,5.3,11.4,16.5,1.4,13.1,20.2,22.1,29.1,13.9,14.3,17.2,14.2,5.3,-5.5,-4.7,0.6,-0.8,7.7,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
175.0,188.3,35.9,11.3,1.1,16.0,0.7,83.5,165.1,54.1,83.8,173.1,5.2,16.1,-8.3,-6.2,-2.1,-5.9,-0.8,-3.0,0.0,0.0,1.0,0.0,0.024730665663298405,0.01766299389102847,0.9988545215445355,0.000947188622206591,1
3.9,3.7,-1.0,-0.5,2.3,-0.9,-0.7,-0.4,2.1,4.4,0.2,-0.2,3.6,1.9,3.9,-5.4,0.5,-3.1,5.6,-5.5,0.0,0.0,0.0,1.0,0.5231589362376909,0.5,0.5,0.5,0
3.1,0.5,2.2,0.1,1.2,11.3,2.8,5.1,-1.1,4.3,1.1,2.0,2.6,1.6,2.8,1.6,-5.2,4.7,-3.9,-1.7,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
3.3,0.8,1.0,-0.6,2.7,4.0,-0.1,-1.1,-0.6,4.1,-1.1,2.0,1.3,2.2,2.6,5.3,1.7,3.9,3.1,-2.0,0.0,1.0,0.0,0.0,0.16271622992919277,0.8708909720755812,0.45467687731005485,0.25732584238158807,1
13.1,2.3,10.7,-0.5,3.6,15.5,30.3,14.2,10.0,0.9,1.5,0.2,2.0,0.0,-3.8,2.8,3.6,2.3,5.2,0.4,0.0,0.0,1.0,0.0,0.7880097032575043,0.281275486702058,0.4890755559405837,0.5,0
12.8,12.9,-0.5,0.4,1.6,0.6,-1.1,4.0,13.7,5.8,3.2,4.9,5.1,3.3,2.2,0.2,-2.6,-1.6,-6.0,-0.6,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
3.0,2.8,0.3,-0.5,1.3,1.8,-0.4,1.1,6.2,2.6,1.0,1.9,-1.6,-0.5,-0.1,-0.6,6.6,2.4,3.2,2.9,1.0,0.0,0.0,0.0,0.24782991465572426,0.4012234944156162,0.552861968271199,0.14317590450468198,0
128.6,141.4,26.5,19.2,10.0,28.8,7.1,71.8,121.1,95.9,58.0,125.4,26.4,40.1,-1.5,7.2,-8.8,-4.2,6.5,-3.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
8.5,14.9,25.2,22.7,19.2,19.1,19.6,27.2,29.2,57.0,20.2,49.9,6.3,13.5,-1.8,1.1,9.7,-0.4,-3.6,-2.1,0.0,0.0,1.0,0.0,0.01020990841853281,0.6772722329824857,0.0070896588345431295,0.1482676170858444,0
6.7,7.3,2.6,1.5,1.2,-0.6,-1.5,0.6,7.7,7.1,3.6,4.4,3.1,2.2,-0.7,2.6,2.8,1.3,1.2,-2.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.5,2.9,1.3,0.7,3.5,6.5,0.4,0.9,1.3,7.5,-0.5,1.4,5.0,5.1,-0.7,1.3,2.7,-7.1,5.2,0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
8.1,6.0,-1.6,1.5,-0.5,-1.8,1.0,0.3,10.1,1.6,2.2,2.2,1.1,0.9,-2.3,-7.0,6.4,-8.3,1.6,-1.8,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
34.8,64.3,87.3,46.3,67.6,137.4,88.0,129.8,42.0,132.7,46.1,139.5,48.3,66.1,-1.4,-0.9,-0.7,-2.1,3.3,3.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
5.7,5.0,-0.6,1.3,1.9,0.8,0.1,0.5,6.9,5.6,2.4,1.0,3.8,2.5,-0.7,-3.5,-3.0,-1.8,-2.5,0.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
3.2,1.9,1.3,1.5,5.5,9.4,3.6,5.1,0.7,2.9,1.5,0.7,7.8,6.0,-0.1,-1.3,-2.8,2.4,0.5,4.0,1.0,0.0,0.0,0.0,0.41022806918875293,0.5,0.5,0.34829790406750666,0
12.0,19.0,21.7,19.4,18.4,16.2,22.9,29.0,29.4,50.2,21.3,42.2,10.3,14.1,1.8,-3.8,-2.2,-1.3,-2.4,-4.6,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
7.5,9.5,4.7,2.4,4.5,5.0,1.0,7.0,9.2,18.4,5.4,11.8,4.3,6.9,4.5,-1.4,-0.7,-6.7,-7.4,3.8,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
8.2,6.8,0.8,-0.1,2.3,1.3,1.6,2.8,5.6,6.2,0.5,2.5,6.3,5.0,5.9,-6.8,2.9,4.6,-5.6,4.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.7,5.8,3.7,2.4,10.3,9.7,5.4,8.4,-0.6,6.1,0.1,2.4,6.6,8.1,-4.6,-2.9,-3.0,0.9,-1.3,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4015276831090876,0
13.5,12.5,-0.1,0.2,-0.3,2.9,0.8,2.7,-0.2,-0.1,0.5,1.0,6.4,3.8,1.2,-2.4,5.6,-2.4,-4.2,-10.6,0.0,1.0,0.0,0.0,0.575556270396308,0.3518013586138891,0.9596943821782766,0.9020993899312816,0
2.7,4.9,0.5,3.3,30.9,2.0,4.7,4.1,-0.5,14.9,0.8,1.6,37.3,20.1,-2.5,1.3,1.3,2.7,1.4,-2.7,0.0,0.0,1.0,0.0,0.29719050930829155,0.5,0.6999860479801492,0.02383124028237917,1
4.8,3.4,1.3,-0.2,3.2,1.9,0.2,0.3,3.9,6.2,-0.8,3.0,4.3,2.7,6.6,2.5,3.1,5.0,-8.7,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.2,-0.5,1.3,1.5,3.2,2.3,-0.3,0.4,-0.8,0.2,0.5,1.3,2.8,2.0,2.5,0.4,0.9,2.5,-5.4,-1.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.46066560458465317,1
16.2,16.7,3.6,0.8,1.7,5.3,0.5,8.3,14.4,16.3,6.3,19.2,3.3,6.0,2.6,-6.4,2.5,-0.9,-4.0,-2.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
20.8,25.2,18.2,10.9,7.4,14.3,10.9,29.7,27.9,31.5,17.1,42.7,5.8,11.3,3.4,2.9,5.3,6.2,4.5,1.8,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
11.8,12.4,1.3,1.4,6.6,2.6,1.9,5.7,11.2,15.9,3.8,8.9,8.4,8.6,-6.8,6.1,3.2,-1.1,-2.2,2.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.2,0.5,2.6,2.0,4.9,7.1,2.8,3.1,1.4,5.0,-1.4,1.0,2.0,4.6,-4.0,-0.7,-1.2,1.1,-3.4,-0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4261983184243102,0
-0.8,2.9,2.0,2.1,8.1,-1.0,0.2,3.4,1.1,6.4,3.6,-0.6,1.7,3.5,-3.5,0.9,-1.5,6.3,-0.8,7.8,0.0,1.0,0.0,0.0,0.6664789852594563,0.5,0.8415295652241143,0.4196202326045378,0
45.2,35.9,16.5,16.4,32.4,27.8,38.4,1.2,7.9,25.4,-0.8,3.5,1.4,2.1,1.9,2.9,-1.7,0.4,-8.3,2.2,0.0,0.0,1.0,0.0,0.5,0.5,0.9938433624405919,0.4402604197668719,1
2.5,5.0,-0.2,-0.5,2.0,-2.2,-0.1,0.0,4.1,0.5,0.6,-1.6,4.5,3.9,4.0,-1.3,1.3,-7.4,-0.3,3.7,0.0,0.0,0.0,1.0,0.5158404363468184,0.5,0.5,0.5,0
1.1,0.9,0.4,0.3,2.2,0.2,1.5,0.1,3.2,-0.9,0.3,2.6,0.1,-0.0,4.8,-2.1,-5.4,5.6,-1.1,1.9,1.0,0.0,0.0,0.0,0.2709006970435452,0.4403692061757809,0.6078876895094946,0.13242949910119695,0
1.5,2.2,-0.8,1.9,1.9,-1.0,6.0,1.9,0.9,0.1,1.5,1.0,0.2,1.1,3.7,-3.8,0.9,-3.4,1.9,2.2,0.0,1.0,0.0,0.0,0.5,0.5,0.8540570557123499,0.13326006557146128,1
30.7,35.3,7.0,2.4,0.0,6.6,0.5,18.7,19.1,11.3,12.8,22.0,6.1,8.1,-5.6,3.7,-0.1,-3.8,0.6,-2.6,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
3.4,2.5,1.1,1.4,2.5,1.1,-0.9,2.2,3.5,4.5,0.6,-0.9,1.6,2.9,0.6,-2.6,-3.0,-3.6,-10.8,-0.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.1,-0.2,1.0,1.5,-0.2,1.3,-0.7,-0.6,-0.5,0.3,1.4,0.4,1.0,1.4,-4.5,-1.7,-1.9,-5.1,-2.3,1.9,1.0,0.0,0.0,0.0,0.4050564885943987,0.5,0.5,0.5,0
22.6,22.4,25.5,7.5,13.5,56.7,10.6,29.5,9.4,35.3,7.2,47.7,11.0,20.4,4.9,3.1,2.9,0.9,7.3,1.7,0.0,1.0,0.0,0.0,0.15301744771423298,0.5123754142053618,0.6841148224515557,0.49786286777745553,1
24.1,14.0,1.9,2.4,0.1,1.3,10.1,0.5,5.8,5.2,1.3,2.7,2.2,3.1,1.9,-0.5,-2.7,-3.8,0.6,3.8,0.0,0.0,1.0,0.0,0.6076226169231894,0.5,0.5,0.5,0
2.5,2.0,0.6,-0.7,0.7,-0.2,-0.5,-0.7,2.5,2.3,-0.6,0.6,3.0,-0.1,3.0,4.6,-2.1,7.5,-3.4,4.9,0.0,0.0,0.0,1.0,0.5454552170672887,0.5,0.5,0.5,0
0.8,2.8,1.4,0.5,3.8,2.2,-0.1,-0.7,3.3,3.2,-0.4,-0.8,4.0,4.1,0.9,1.0,-4.6,6.7,-1.2,-4.5,1.0,0.0,0.0,0.0,0.42791928498417303,0.5,0.5,0.3140763840185665,0
68.7,71.1,14.6,9.9,23.8,48.3,5.8,41.8,36.2,67.8,17.5,52.9,41.3,48.1,-0.4,-1.4,1.6,-8.4,-3.2,-0.4,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
12.9,-0.8,1.4,2.0,56.9,23.1,56.2,20.4,25.3,1.9,-0.5,13.8,51.5,21.3,-0.1,0.6,-0.9,-2.1,-4.7,2.9,0.0,0.0,1.0,0.0,0.004015621267530239,0.6841771405117849,0.9951820340940234,8.454231311323147e-06,1
6.8,7.0,-0.9,0.8,1.8,-0.3,-0.4,2.2,9.9,5.4,3.8,4.2,3.2,3.2,1.1,5.6,-3.1,1.0,9.3,1.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
3.6,2.6,0.8,-0.7,2.3,4.4,-0.9,-1.1,-0.7,-1.0,-0.3,-0.8,2.2,3.4,-2.5,-0.5,3.1,2.3,0.7,-3.3,1.0,0.0,0.0,0.0,0.4560068389975388,0.5,0.5,0.5,0
3.7,4.1,0.7,1.2,0.0,2.4,0.4,0.3,1.8,0.4,-0.9,1.2,0.8,0.1,5.5,7.3,-3.1,-4.8,1.4,2.9,0.0,1.0,0.0,0.0,0.42538938055039643,0.7110989172134341,0.5,0.5,1
-1.0,0.3,1.3,-0.2,19.1,24.1,-0.3,-0.4,13.7,5.3,8.2,4.9,18.5,16.0,2.8,7.8,0.5,3.3,-0.1,-0.4,0.0,0.0,1.0,0.0,0.1439340834699571,0.5,0.7388533866891053,0.04148514050700088,1
7.5,6.2,-0.2,0.4,0.8,0.8,-0.1,1.4,4.9,5.3,1.4,1.5,4.4,2.7,-5.2,-3.4,7.8,-5.5,-0.9,2.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.4,5.0,7.0,2.9,8.2,23.5,7.3,11.5,-0.8,10.2,0.8,8.0,8.7,9.2,2.1,-2.5,3.9,1.2,6.4,2.7,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
0.7,1.6,-1.2,0.5,0.1,1.9,-0.3,4.6,-0.3,1.1,0.6,0.3,1.7,0.4,-4.5,0.4,-4.1,-2.0,-4.6,-1.6,0.0,1.0,0.0,0.0,0.5956970161067,0.48327337471728915,0.6833895288221584,0.7873170184649161,0
8.6,-0.0,12.9,13.2,36.7,19.2,50.5,20.3,1.6,14.0,3.6,1.1,15.3,9.7,6.1,-3.9,-1.2,0.3,-2.7,1.2,0.0,0.0,1.0,0.0,0.5,0.5,0.9462544249679459,0.009730939337782773,1
7.2,6.3,1.8,1.2,5.2,2.9,-1.3,3.2,5.8,6.8,2.0,2.3,5.3,5.2,-5.6,-3.3,-1.3,-3.9,0.3,-1.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.5,1.2,2.1,-0.0,1.7,7.7,1.3,0.5,-0.5,0.8,0.9,-0.7,2.6,4.4,5.2,0.3,0.1,1.1,-1.5,-5.4,1.0,0.0,0.0,0.0,0.3587094361126803,0.5,0.5,0.4543216309770982,0
8.2,5.2,-0.9,1.0,0.6,-0.8,2.0,-0.7,0.6,-0.5,1.0,-0.5,2.0,0.9,-3.7,0.1,3.0,2.5,-0.4,1.4,0.0,1.0,0.0,0.0,0.5,0.5,0.940039835165268,0.5865119153796298,0
8.7,5.5,1.5,17.5,78.7,15.6,7.1,4.8,8.9,88.9,0.6,2.8,54.7,50.6,0.3,-0.4,4.3,-2.0,5.2,0.5,0.0,0.0,1.0,0.0,0.5570336924602317,0.5,0.5007032355377969,0.4591320989141379,1
8.3,9.3,0.4,2.2,2.7,-0.0,-0.1,2.6,9.7,10.2,2.3,2.6,4.0,5.5,14.1,-0.7,-1.3,-4.6,-2.1,-3.8,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.9,0.8,0.3,-1.2,3.1,6.5,1.8,2.3,1.1,1.3,-0.5,1.2,5.8,5.4,-0.2,-5.2,-3.8,-1.3,0.7,-3.2,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
2.7,3.9,2.0,1.5,1.1,0.7,0.7,2.5,5.2,5.3,5.1,2.7,2.6,1.4,-2.4,1.2,-0.1,-4.8,-3.7,4.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
11.5,19.4,14.4,9.6,32.5,42.9,26.0,36.8,3.7,32.7,8.9,17.6,31.6,28.3,-3.1,-4.3,7.6,-5.5,0.8,0.1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
3.0,2.3,0.6,-0.4,-0.4,0.4,-0.1,0.0,1.7,1.9,-0.8,1.2,-0.1,1.1,1.9,-4.8,-4.3,-2.6,-0.0,9.7,0.0,0.0,0.0,1.0,0.574454744776231,0.5,0.5,0.5,1
1.2,1.0,1.1,2.0,3.5,5.7,2.2,1.2,-0.9,3.8,-0.9,0.9,2.4,3.1,2.2,5.5,-5.1,4.7,-2.7,1.7,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
26.2,19.9,0.8,2.5,7.7,-0.9,2.0,-1.7,15.0,18.0,2.0,2.5,14.1,12.0,1.3,5.1,-1.3,-0.5,0.9,5.0,0.0,1.0,0.0,0.0,0.5857661162754197,0.5,0.5,0.5,0
11.9,20.0,4.8,-0.8,-0.0,19.9,5.5,20.9,2.6,0.2,4.1,7.7,9.7,6.7,4.4,3.1,7.1,-2.7,-6.0,3.8,0.0,0.0,1.0,0.0,0.7782563120195605,0.14049099896242398,0.9639402458433872,0.968677391096466,1
13.3,12.4,-0.3,3.5,4.7,1.3,1.3,3.3,12.9,12.8,3.9,3.8,9.3,8.3,7.2,2.5,14.2,-1.3,1.7,-2.8,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.4,-1.0,2.5,-0.1,2.9,6.7,1.5,0.5,-0.8,2.6,0.5,0.7,4.8,3.2,0.3,0.3,2.6,-3.6,7.7,-0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4888556343832946,0
-0.9,1.2,5.0,2.3,1.6,0.5,2.4,4.1,9.5,0.6,7.3,10.6,3.0,3.6,0.7,5.6,2.6,11.5,-5.4,-3.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.8361460357234762,1
78.9,66.5,14.4,3.2,37.0,131.0,4.1,37.7,7.7,68.3,2.8,51.6,59.2,74.3,-4.2,0.6,6.0,0.3,-2.6,9.2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
5.8,8.2,0.5,4.0,6.7,3.1,1.1,2.1,6.4,13.1,3.2,3.9,7.8,6.4,-2.1,-1.1,3.8,-3.1,2.9,-8.1,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
9.5,12.8,3.9,1.3,11.5,14.5,3.6,9.0,3.2,15.3,-0.0,5.7,18.3,14.6,-1.3,4.8,-5.6,-4.7,7.0,-1.6,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
-0.4,3.0,2.6,3.4,13.0,5.7,6.8,4.7,0.6,13.2,-0.1,-0.2,8.7,9.3,0.7,-5.0,-0.7,-1.9,3.9,-0.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.29067531100872745,0
4.9,10.3,2.2,13.9,41.1,6.4,8.7,6.4,15.4,50.6,3.3,5.8,32.0,25.5,-0.9,1.3,-5.3,1.0,0.5,4.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.4868075285780854,1
2.9,5.2,-0.1,1.0,0.2,-1.6,-0.1,-0.1,2.9,2.5,1.2,0.1,1.3,0.7,0.2,4.8,0.0,-2.2,-7.1,-2.8,0.0,0.0,0.0,1.0,0.5711348079639625,0.5,0.5,0.5,0
6.8,8.3,3.2,2.4,5.0,9.9,0.3,6.7,0.6,6.0,1.3,3.6,8.7,7.0,-1.9,-1.1,-1.9,3.2,-0.5,-7.4,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
1.3,6.8,21.1,5.6,7.3,32.7,18.1,24.4,2.6,14.1,5.4,26.3,3.5,10.5,3.1,0.3,-0.8,-1.4,-5.3,0.0,0.0,1.0,0.0,0.0,0.34065905176918754,0.2825540016968737,0.33333318038134263,0.6724913400912791,0
4.4,15.0,9.1,6.1,14.8,14.5,22.9,28.7,5.3,11.5,11.1,10.8,16.8,13.3,1.0,6.0,-3.2,4.1,-2.3,1.5,0.0,0.0,1.0,0.0,0.6344017617460318,0.040299399100119274,0.06314532344893212,0.9655631464786689,0
6.6,5.1,0.1,0.9,2.4,-0.3,-0.6,1.3,5.3,5.9,3.3,3.1,3.9,2.4,-3.1,-3.1,-0.3,-4.4,-2.0,5.8,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
